PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
347,0,2,732,1,31,0,0,367,7.8958,147,2
348,0,2,343,1,31,0,0,487,6.8583,147,1
349,1,0,540,0,38,1,0,92,90.0,78,1
350,0,1,191,1,44,0,0,135,0.0,147,2
351,1,2,792,1,53,0,0,655,7.925,147,2
352,0,2,528,0,31,0,0,295,8.05,147,2
353,1,1,226,0,39,1,1,224,32.5,147,2
354,1,1,742,0,15,0,2,168,13.0,147,2
355,0,1,513,1,33,0,0,225,13.0,147,2
357,0,2,829,0,6,0,2,307,24.15,147,2
358,0,2,281,1,31,0,0,392,7.8958,147,0
359,0,2,155,1,20,0,0,534,7.7333,147,1
360,0,2,884,1,31,0,0,259,7.875,147,2
361,0,2,198,0,29,1,1,331,14.4,147,2
362,0,2,701,1,15,1,1,458,20.2125,147,2
363,0,2,872,1,31,0,0,521,7.25,147,2
364,1,1,162,0,29,1,0,100,26.0,147,2
365,1,1,662,0,16,0,0,170,26.0,147,2
366,0,2,249,1,31,0,0,437,7.75,147,1
368,1,2,663,1,36,0,0,644,8.05,115,2
369,1,0,92,1,29,0,0,3,26.55,71,2
370,1,2,810,0,31,1,0,476,16.1,147,2
371,1,1,491,0,51,1,0,627,26.0,147,2
372,0,2,420,1,14,0,0,657,7.125,147,2
373,0,0,744,1,61,1,0,72,55.9,128,2
374,1,0,143,0,10,1,2,33,120.0,47,2
375,0,2,253,0,20,2,2,676,34.375,147,2
376,1,1,688,0,24,2,3,237,18.75,147,2
377,0,0,261,1,77,1,4,95,263.0,63,2
379,0,1,447,1,35,0,0,547,10.5,147,2
380,1,1,344,0,54,1,1,571,26.25,147,2
381,0,2,323,1,18,0,0,305,9.5,147,2
382,0,2,659,1,26,1,0,328,7.775,147,2
383,1,1,679,0,29,0,0,116,13.0,147,2
384,1,2,402,1,31,0,0,499,8.1125,147,2
385,1,0,216,1,47,0,2,289,81.8583,10,2
386,1,1,529,0,9,0,1,162,19.5,147,2
387,1,0,735,1,39,0,0,45,26.55,147,2
388,1,2,55,0,60,2,1,194,19.2583,147,0
390,1,0,661,1,63,0,0,40,30.5,50,2
391,0,1,854,1,42,1,2,561,27.75,147,2
392,0,2,316,1,31,1,0,497,19.9667,147,2
393,0,0,257,1,33,0,0,22,27.75,53,0
394,1,0,290,1,59,1,0,84,89.1042,86,0
395,0,2,644,1,31,0,0,528,8.05,147,2
396,1,2,392,1,31,0,0,379,7.8958,147,0
397,0,0,537,1,78,0,0,73,26.55,126,2
398,1,0,436,0,88,1,0,86,51.8625,97,2
399,1,1,815,0,61,0,0,572,10.5,147,2
401,0,2,603,1,31,0,0,468,7.75,147,1
402,1,0,21,1,58,0,0,96,26.55,117,2
403,0,2,557,1,39,0,0,429,8.05,147,2
404,0,0,280,1,57,0,0,6,38.5,133,2
405,0,1,538,1,58,0,0,121,13.0,147,2
406,0,2,502,1,31,0,0,539,8.05,147,2
407,0,2,296,1,45,0,0,639,7.05,147,2
408,0,1,132,1,44,0,0,135,0.0,147,2
409,0,0,766,1,68,0,0,44,26.55,147,2
410,0,2,731,1,31,0,0,421,7.725,147,1
412,1,2,54,0,2,2,1,194,19.2583,147,0
413,0,2,430,1,31,0,0,272,7.25,147,2
414,0,2,124,1,45,0,0,263,8.6625,147,2
415,1,1,855,0,38,1,2,561,27.75,147,2
416,1,1,401,0,22,0,0,628,13.7917,90,0
417,0,2,787,0,21,0,0,509,9.8375,147,2
418,0,0,164,1,88,0,0,2,52.0,1,2
419,0,1,676,1,39,1,0,252,21.0,147,2
420,0,2,107,1,31,1,0,315,7.0458,147,2
421,0,2,425,1,21,0,0,411,7.5208,147,2
423,1,2,365,0,17,0,1,251,12.2875,147,2
424,0,2,297,1,87,5,2,566,46.9,147,2
425,0,1,268,1,44,0,0,136,0.0,147,2
426,0,2,706,1,61,0,0,531,8.05,147,2
427,1,2,825,0,76,0,0,489,9.5875,147,2
428,1,0,89,1,26,1,0,64,91.0792,31,0
429,0,2,466,0,31,3,1,488,25.4667,147,2
430,1,0,381,0,41,1,0,93,90.0,87,2
431,0,0,435,1,70,0,0,61,29.7,25,0
432,0,2,774,1,33,0,0,517,8.05,147,2
434,1,2,182,1,87,1,1,562,15.9,147,2
435,0,2,317,1,31,1,0,498,19.9667,147,2
436,0,2,871,1,20,0,0,649,7.25,147,2
437,0,0,547,1,66,0,0,41,30.5,64,2
438,0,0,39,1,83,0,0,603,49.5042,147,0
439,0,2,781,1,20,0,0,518,8.05,147,2
440,0,2,880,1,31,0,0,176,14.4583,147,0
441,1,0,242,0,65,1,0,454,78.2667,96,0
442,0,2,738,1,31,0,0,564,15.1,147,2
443,0,0,18,0,26,1,2,37,151.55,62,2
446,0,2,796,1,24,0,0,402,7.7958,147,2
447,0,2,130,1,14,0,0,261,8.6625,147,2
448,0,2,133,0,20,0,0,433,7.75,147,1
449,0,2,607,0,31,0,0,276,7.6292,147,1
450,0,2,450,0,44,0,0,490,9.5875,147,2
451,1,0,501,0,13,0,0,0,86.5,42,2
452,0,0,646,1,15,1,0,611,108.9,74,0
453,1,1,670,0,38,0,2,180,26.0,147,2
454,1,0,106,1,88,0,0,10,26.55,147,2
455,0,2,610,1,29,0,0,542,22.525,147,2
457,1,2,455,1,27,0,0,80,56.4958,147,2
458,1,2,195,1,31,0,0,479,7.75,147,1
459,0,2,849,1,31,0,0,648,8.05,147,2
460,1,0,521,1,42,0,0,577,26.2875,121,2
461,1,0,705,0,65,1,0,599,59.4,147,0
462,0,2,168,1,24,0,0,356,7.4958,147,2
463,0,0,843,1,57,0,0,456,34.0208,106,2
464,1,1,472,0,39,0,0,560,10.5,142,2
465,0,2,709,1,31,0,0,469,24.15,147,1
466,1,1,35,0,42,1,0,110,26.0,147,2
468,0,2,641,1,36,0,0,381,7.8958,147,2
469,1,0,651,0,33,0,0,67,93.5,39,2
470,0,2,841,1,21,0,0,390,7.8958,147,2
471,0,2,448,1,31,0,0,173,7.225,147,0
472,1,0,364,0,53,0,1,7,57.9792,17,0
473,0,2,427,1,31,0,0,217,7.2292,147,0
474,0,2,244,1,49,0,0,446,7.75,147,1
475,1,1,689,0,61,0,0,673,10.5,147,2
476,0,0,245,1,88,0,0,583,221.7792,88,2
477,0,2,725,1,46,0,0,250,7.925,147,2
479,0,1,366,1,22,2,1,235,11.5,147,2
480,1,1,669,0,17,1,1,180,26.0,147,2
481,0,2,818,1,31,0,0,181,7.2292,147,0
482,0,2,236,1,14,1,1,210,7.2292,147,0
483,1,2,654,0,31,0,2,196,22.3583,147,0
484,0,2,123,0,33,0,0,260,8.6625,147,2
485,1,1,341,0,80,0,2,571,26.25,147,2
486,0,0,120,1,54,0,0,21,26.55,26,2
487,1,0,461,0,33,0,0,614,106.425,147,0
488,0,2,692,1,31,0,0,426,14.5,147,2
490,1,0,266,0,21,0,2,75,49.5,27,0
491,1,0,188,0,42,0,2,680,71.0,20,2
492,0,2,26,0,87,4,2,333,31.275,147,2
493,0,2,27,0,7,4,2,333,31.275,147,2
494,1,1,73,1,36,1,0,233,26.0,147,2
495,0,0,222,1,61,1,0,614,106.425,82,0
496,0,0,587,1,77,0,0,501,26.0,147,2
497,1,1,74,0,16,1,0,233,26.0,147,2
498,1,1,622,1,44,0,0,631,13.8625,147,0
499,0,2,294,1,38,1,1,423,20.525,147,2
501,1,1,203,1,85,1,1,558,36.75,147,2
502,1,0,804,1,14,0,2,83,110.8833,77,0
503,0,1,736,1,28,0,0,148,26.0,147,2
504,0,2,600,1,31,0,0,284,7.8292,147,1
505,1,2,463,1,21,0,0,171,7.225,147,0
506,1,2,609,0,21,0,0,335,7.775,147,2
507,0,0,874,1,75,0,0,52,26.55,147,2
508,1,0,228,0,58,1,0,57,39.6,2,0
509,0,0,693,1,88,0,0,610,227.525,147,0
510,1,0,800,0,46,1,1,1,79.65,134,2
512,1,2,885,0,42,1,0,300,17.4,147,2
513,0,2,558,1,31,0,0,471,7.75,147,1
514,0,2,751,1,48,0,0,389,7.8958,147,2
515,0,1,593,1,29,0,0,103,13.5,147,2
516,0,2,746,1,31,0,0,651,8.05,147,2
517,0,2,527,0,31,0,0,645,8.05,147,2
518,0,2,204,1,24,2,0,519,24.15,147,2
519,0,2,786,1,16,0,0,352,7.8958,147,2
520,0,2,627,0,31,0,4,395,21.075,147,2
521,0,2,217,1,31,0,0,207,7.2292,147,0
523,1,2,416,1,36,0,0,415,7.8542,147,2
524,1,1,336,1,75,0,0,624,10.5,147,2
525,1,0,36,0,64,2,0,60,51.4792,48,2
526,1,0,251,1,42,0,0,578,26.3875,121,2
527,1,2,432,0,31,0,0,77,7.75,147,1
528,0,2,708,1,13,0,0,520,8.05,147,2
529,0,2,639,1,16,0,0,420,14.5,147,2
530,1,1,277,0,39,0,0,143,13.0,147,2
531,1,0,745,0,46,1,0,72,55.9,128,2
532,0,2,135,0,31,1,0,209,14.4583,147,0
534,1,2,419,1,36,0,0,661,7.925,147,2
535,1,1,160,0,26,1,1,133,30.0,147,2
536,1,0,805,0,46,1,1,83,110.8833,75,0
537,0,1,224,1,65,0,0,226,26.0,147,2
538,0,0,703,1,42,0,0,68,40.125,0,0
539,0,2,640,1,31,0,0,291,8.7125,147,0
540,1,0,798,0,15,0,2,1,79.65,135,2
541,0,1,395,1,57,0,0,129,15.0,147,2
542,1,0,267,1,73,1,1,74,79.2,29,0
543,0,2,284,1,21,0,0,79,8.05,147,2
545,0,2,566,1,31,0,0,515,8.05,147,2
546,0,2,691,1,41,0,0,656,7.125,147,2
547,1,0,783,0,63,1,0,454,78.2667,96,0
548,0,2,238,1,57,0,0,532,7.25,147,2
549,0,2,100,0,31,0,2,434,7.75,147,1
550,0,1,154,1,44,1,0,626,26.0,147,2
551,0,2,830,1,42,1,1,307,24.15,147,2
552,1,1,470,0,44,0,0,155,33.0,147,2
553,0,2,409,1,59,0,0,574,0.0,147,2
554,0,2,98,1,31,0,0,192,7.225,147,0
557,1,0,229,1,59,1,0,584,56.9292,4,0
558,1,1,391,0,24,2,1,142,27.0,147,2
559,0,2,761,1,31,0,0,360,7.8958,147,2
560,0,0,335,1,88,0,0,46,42.4,147,2
561,0,2,816,1,53,0,0,430,8.05,147,2
562,1,0,374,1,41,0,0,9,26.55,147,0
563,0,2,483,1,42,1,0,396,15.55,147,2
564,0,2,424,1,33,0,0,385,7.8958,147,2
565,1,0,199,1,28,0,0,50,30.5,147,2
566,1,1,458,0,21,1,2,634,41.5792,147,0
568,1,0,741,0,48,0,0,588,153.4625,57,2
569,0,2,30,0,46,1,5,333,31.275,147,2
570,0,2,394,1,31,0,0,638,7.05,147,2
571,1,2,568,0,31,1,0,444,15.5,147,1
572,0,2,377,1,31,0,0,467,7.75,147,1
573,0,2,110,1,41,0,0,431,8.05,147,2
574,1,1,357,0,24,1,2,106,65.0,147,2
575,0,2,197,1,39,1,1,331,14.4,147,2
576,0,2,488,0,27,1,0,536,16.1,147,2
577,1,1,77,0,47,2,1,114,39.0,144,2
579,0,1,279,1,27,0,0,253,10.5,147,2
580,0,2,875,1,28,1,0,188,14.4542,147,0
581,1,0,439,1,51,1,0,56,52.5542,95,2
582,1,2,573,1,18,1,1,187,15.7417,147,0
583,0,2,327,1,20,0,0,400,7.8542,147,2
584,0,2,103,1,20,0,0,495,16.1,147,2
585,0,0,794,1,74,0,0,455,32.3208,110,2
586,0,1,442,1,69,0,0,104,12.35,147,1
587,1,0,490,0,20,0,0,71,77.9583,114,2
588,0,2,96,1,27,0,0,369,7.8958,147,2
590,0,2,602,1,31,0,0,286,7.7333,147,1
591,1,0,66,1,86,0,0,218,30.0,5,2
592,0,2,494,1,62,0,0,345,7.0542,147,2
593,1,0,777,1,36,0,0,70,30.5,33,0
594,0,0,635,1,88,0,0,13,0.0,147,2
595,0,2,757,0,87,3,2,337,27.9,147,2
596,1,1,206,0,29,0,0,130,13.0,147,2
597,0,2,469,1,36,0,0,664,7.925,147,2
598,0,1,173,1,35,1,1,556,26.25,147,2
599,0,2,633,0,50,0,5,249,39.6875,147,2
601,0,2,809,1,31,1,0,476,16.1,147,2
602,0,2,397,1,18,0,0,409,7.8542,147,2
603,1,0,723,0,24,0,0,581,69.3,24,0
604,0,2,758,0,17,3,2,337,27.9,147,2
605,1,2,252,1,31,0,0,80,56.4958,147,2
606,1,2,53,0,2,2,1,194,19.2583,147,0
607,1,0,332,1,58,1,0,587,76.7292,101,0
608,0,2,180,1,16,0,0,373,7.8958,147,2
609,1,0,747,1,68,0,0,69,35.5,7,0
610,0,2,865,1,31,0,0,620,7.55,147,2
612,1,2,780,0,22,0,0,567,7.55,147,2
613,0,2,544,1,31,0,0,366,7.8958,147,2
614,1,1,218,0,15,0,1,117,23.0,147,2
615,0,2,421,1,20,0,0,512,8.4333,147,2
616,1,2,606,0,31,0,0,277,7.8292,147,1
617,0,2,352,0,15,0,0,439,6.75,147,1
618,0,1,360,1,24,2,0,621,73.5,147,2
619,0,2,671,1,31,0,0,368,7.8958,147,2
620,0,2,102,0,36,1,1,435,15.5,147,1
621,0,1,232,1,22,0,0,241,13.0,147,2
623,0,0,584,1,70,0,2,416,113.275,108,0
624,1,0,264,1,61,2,0,605,133.65,147,2
625,0,2,57,1,48,0,0,172,7.225,147,0
626,0,0,171,1,57,0,0,496,25.5875,132,2
627,0,2,167,1,42,0,0,357,7.4958,147,2
628,1,2,484,1,18,1,0,660,7.925,147,2
629,0,1,361,1,36,2,0,621,73.5,147,2
630,0,1,119,1,26,0,0,123,13.0,147,2
631,0,2,699,1,31,0,0,256,7.775,147,2
632,0,2,179,1,52,0,0,529,8.05,147,2
634,1,0,802,0,88,1,0,99,52.0,58,2
635,1,1,114,0,48,1,1,240,39.0,147,2
636,0,0,202,1,35,1,0,569,52.0,38,2
637,0,1,543,1,81,0,0,550,10.5,147,2
638,1,1,864,1,35,0,0,145,13.0,147,2
639,0,1,846,1,44,0,0,138,0.0,147,2
640,0,2,231,1,15,0,0,397,7.775,147,2
641,0,2,730,1,25,0,0,294,8.05,147,2
642,1,2,824,0,15,0,0,493,9.8417,147,2
643,0,2,302,0,52,1,6,566,46.9,147,2
645,1,0,137,1,42,0,1,608,512.3292,34,0
646,0,2,655,0,31,0,0,281,8.1375,147,1
647,1,0,345,1,28,0,0,587,76.7292,109,0
648,0,2,615,1,18,0,0,500,9.225,147,2
649,0,2,301,1,10,5,2,566,46.9,147,2
650,0,1,112,1,73,1,1,240,39.0,147,2
651,0,1,457,1,26,1,2,634,41.5792,147,0
652,0,2,632,1,10,4,1,249,39.6875,147,2
653,0,2,194,1,16,0,0,372,10.1708,147,2
654,0,2,247,1,15,0,0,403,7.7958,147,2
656,1,0,498,0,12,0,1,141,211.3375,32,2
657,1,0,213,1,35,1,0,89,57.0,19,2
658,1,2,426,0,47,0,1,393,13.4167,147,0
659,1,2,452,1,31,0,0,80,56.4958,147,2
660,0,2,713,1,26,0,0,200,7.225,147,0
661,0,0,850,1,73,0,0,48,26.55,147,2
662,0,1,153,1,63,0,0,156,13.5,147,2
663,0,2,433,1,53,0,0,425,8.05,147,2
664,1,2,565,0,31,0,0,419,7.7333,147,1
665,0,0,803,1,59,1,1,83,110.8833,75,0
668,0,2,382,1,51,0,0,346,7.65,139,2
669,1,0,45,0,15,1,0,610,227.525,73,0
670,1,0,743,1,41,0,0,579,26.2875,120,2
671,0,2,63,0,15,0,1,211,14.4542,147,0
672,0,2,275,1,26,0,0,449,7.7417,147,1
673,0,2,326,1,27,1,0,398,7.8542,147,2
674,0,1,556,1,46,0,0,170,26.0,147,2
675,1,1,434,0,54,0,0,108,13.5,147,2
676,1,0,126,1,51,0,0,580,26.2875,120,2
677,1,0,163,0,21,0,0,37,151.55,147,2
679,1,2,561,1,31,1,1,189,15.2458,147,0
680,1,0,514,0,24,0,0,582,49.5042,84,0
681,0,0,443,1,88,0,0,19,26.55,56,2
682,1,0,801,1,58,1,0,99,52.0,58,2
683,0,2,459,1,31,0,0,506,9.4833,147,2
684,0,1,307,1,63,0,0,164,13.0,147,2
685,0,2,773,1,16,0,0,348,7.65,140,2
686,1,0,241,0,45,0,0,610,227.525,66,0
687,1,1,822,0,28,0,0,293,10.5,116,2
688,0,2,520,1,31,0,0,440,15.5,147,1
690,0,2,410,1,38,0,0,319,7.775,147,2
691,1,1,331,0,72,0,1,155,33.0,147,2
692,0,2,399,1,14,1,0,408,7.0542,147,2
693,0,1,286,1,39,0,0,65,13.0,147,2
694,0,1,368,1,61,0,0,161,13.0,147,2
695,1,0,151,1,28,1,0,51,53.1,137,2
696,0,2,617,1,18,0,0,266,8.6625,147,2
697,1,1,677,0,33,3,0,252,21.0,147,2
698,1,2,507,0,31,0,0,451,7.7375,147,1
699,0,1,115,1,26,1,0,127,26.0,147,2
701,0,2,387,0,26,1,0,667,7.925,147,2
702,1,0,14,0,31,0,0,141,211.3375,32,2
703,0,2,346,1,7,0,0,216,18.7875,147,0
704,0,1,445,1,44,0,0,137,0.0,147,2
705,0,1,84,1,22,0,0,228,13.0,147,2
706,0,1,820,1,22,0,0,119,13.0,147,2
707,0,2,869,1,30,0,0,495,16.1,147,2
708,0,2,256,0,58,1,3,676,34.375,147,2
709,1,0,476,1,41,0,0,608,512.3292,15,0
710,0,2,389,1,31,0,0,349,7.8958,147,2
712,0,2,574,1,31,0,0,364,7.8958,147,2
713,1,0,347,1,88,0,0,82,30.0,105,2
714,0,0,148,1,42,1,0,91,78.85,67,2
715,1,0,711,0,20,2,2,602,262.375,35,0
716,0,2,526,1,24,1,0,477,16.1,147,2
717,1,2,788,1,35,0,0,662,7.925,147,2
718,0,0,187,1,81,1,1,680,71.0,20,2
719,0,2,1,1,13,1,1,551,20.25,147,2
720,1,1,748,0,33,0,0,165,13.0,147,2
721,0,0,511,1,16,1,0,35,53.1,100,2
723,0,2,176,1,35,0,0,287,7.75,147,1
724,1,1,852,0,47,1,1,234,23.0,147,2
725,1,2,549,1,72,0,1,486,12.475,118,2
726,0,2,833,1,38,0,0,312,9.5,147,2
727,0,2,415,1,22,0,0,351,7.8958,147,2
728,1,1,358,0,58,1,2,106,65.0,147,2
729,1,1,321,1,1,1,1,166,14.5,147,2
730,0,2,138,1,29,0,0,404,7.7958,147,2
731,0,1,58,1,15,0,0,238,11.5,147,2
732,0,2,806,1,39,0,0,424,8.05,147,2
734,1,0,704,0,38,0,0,0,86.5,40,2
735,0,2,276,1,31,0,0,420,14.5,147,2
736,0,2,591,1,50,0,0,646,7.125,147,2
737,1,2,62,1,18,0,0,191,7.2292,147,0
738,1,0,146,0,42,1,2,33,120.0,47,2
739,0,2,233,1,13,0,0,327,7.775,147,2
740,1,0,369,0,62,1,0,71,77.9583,92,2
741,0,0,109,1,88,0,0,18,39.6,147,0
742,0,2,506,0,34,0,0,436,7.75,147,1
743,0,2,553,1,31,1,0,469,24.15,147,1
745,0,2,309,1,36,0,0,511,8.3625,147,2
746,0,2,480,1,24,0,0,313,9.5,147,2
747,0,2,398,1,58,0,0,407,7.8542,147,2
748,0,1,496,0,69,0,0,619,10.5,136,2
749,0,2,235,1,31,0,0,201,7.225,147,0
750,1,1,367,0,65,1,3,236,23.0,147,2
751,0,2,569,1,15,0,0,330,7.75,147,2
752,0,2,812,1,31,0,0,481,7.75,143,1
753,1,2,239,0,60,0,0,432,12.475,147,2
754,0,2,438,1,31,0,0,450,7.7375,147,1
756,1,0,694,0,52,0,1,141,211.3375,22,2
757,1,2,50,0,9,0,0,208,7.2292,147,0
758,1,0,214,0,14,1,0,89,57.0,19,2
759,0,0,489,1,31,0,0,26,30.0,112,2
760,0,2,414,1,31,1,2,675,23.45,147,2
761,0,2,13,1,26,0,0,643,7.05,147,2
762,0,2,330,1,26,0,0,474,7.25,147,2
763,1,2,753,0,15,0,0,243,7.4958,147,2
764,0,2,683,1,85,4,1,480,29.125,147,1
765,1,2,208,1,5,1,2,548,20.575,147,2
767,0,0,310,1,56,0,0,592,79.2,44,0
768,0,2,429,1,31,0,0,66,7.75,147,1
769,0,1,278,1,13,0,0,139,26.0,147,2
770,0,2,719,0,31,6,2,568,69.55,147,2
771,0,0,380,1,88,0,0,597,30.6958,147,0
772,0,2,201,1,26,0,0,350,7.8958,147,2
773,0,1,621,1,46,0,0,223,13.0,147,2
774,1,0,462,0,59,0,0,87,25.9292,94,2
775,1,2,619,0,35,0,0,383,8.6833,147,2
776,0,2,384,1,33,0,0,206,7.2292,147,0
779,0,2,831,0,33,1,1,307,24.15,147,2
780,0,1,666,1,39,0,0,164,13.0,147,2
781,1,1,174,0,35,1,1,556,26.25,147,2
782,1,0,142,1,7,1,2,33,120.0,47,2
783,1,2,807,1,0,0,1,174,8.5167,147,0
784,1,2,351,1,28,0,0,338,6.975,147,2
785,0,2,406,1,35,0,0,320,7.775,147,2
786,0,0,34,1,46,0,0,12,0.0,11,2
787,0,2,660,0,15,0,0,336,7.775,147,2
788,0,1,534,1,46,0,0,154,13.0,147,2
790,1,0,152,0,38,1,0,51,53.1,137,2
791,0,2,10,1,27,0,0,339,7.8875,147,2
792,0,2,475,1,46,0,0,519,24.15,147,2
793,0,1,763,1,41,0,0,222,10.5,147,2
794,0,2,23,0,72,4,2,333,31.275,147,2
795,0,2,814,1,34,0,0,427,8.05,147,2
796,0,0,269,1,88,0,0,15,0.0,16,2
797,0,2,354,0,22,0,0,671,7.925,147,2
798,0,1,504,1,35,1,1,618,37.0042,147,0
799,0,2,371,1,52,0,0,543,6.45,147,2
801,0,2,756,1,6,3,2,337,27.9,147,2
802,1,0,349,0,63,1,1,67,93.5,37,2
