PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
803,1,2,493,1,28,0,0,269,8.6625,147,2
804,0,0,678,1,45,0,0,97,0.0,147,2
805,1,2,550,0,28,0,1,486,12.475,118,2
806,0,2,630,1,17,4,1,249,39.6875,147,2
807,0,2,250,1,31,0,0,448,6.95,147,1
808,0,2,453,1,31,0,0,80,56.4958,147,2
809,1,1,503,1,5,0,2,618,37.0042,147,0
810,1,2,516,1,31,0,0,442,7.75,147,1
812,1,0,785,0,75,0,0,32,80.0,21,3
813,1,2,876,0,12,1,0,188,14.4542,147,0
814,1,1,686,1,3,1,1,237,18.75,147,2
815,0,2,712,1,31,0,0,199,7.2292,147,0
816,0,2,49,1,22,0,0,342,7.8542,147,2
817,0,2,19,1,15,0,0,107,8.3,147,2
818,1,0,175,0,46,1,1,609,83.1583,130,0
819,0,2,638,1,20,0,0,268,8.6625,147,2
820,0,2,750,1,31,0,0,485,8.05,147,2
821,1,2,158,1,36,0,0,80,56.4958,147,2
823,1,0,508,1,88,0,0,62,29.7,68,0
824,0,2,11,1,18,0,0,647,7.925,147,2
825,0,1,564,1,13,0,0,619,10.5,147,2
826,1,0,734,0,33,0,0,47,31.0,147,0
827,0,2,471,1,40,0,0,205,6.4375,147,0
828,0,2,189,1,14,0,0,264,8.6625,147,2
829,0,2,0,1,51,0,0,563,7.55,147,2
830,0,2,720,1,31,6,2,568,69.55,147,2
831,0,2,509,1,41,0,0,359,7.8958,147,0
832,0,1,334,1,29,0,1,155,33.0,147,2
834,1,0,291,0,88,1,0,84,89.1042,86,0
835,0,2,22,1,47,4,2,333,31.275,147,2
836,0,2,795,1,84,0,0,317,7.775,147,2
837,0,2,97,0,87,1,1,203,15.2458,147,0
838,1,0,485,0,13,0,1,591,39.4,99,2
839,0,1,145,0,53,1,0,144,26.0,147,2
840,1,2,8,0,15,0,1,484,9.35,147,2
841,1,0,860,0,54,1,1,453,164.8667,147,2
842,1,0,196,1,62,0,0,23,26.55,119,2
843,1,2,56,0,24,0,3,194,19.2583,147,0
845,0,2,672,1,31,0,0,178,7.2292,147,0
846,0,2,325,1,50,2,0,399,14.1083,147,2
847,0,1,283,1,20,1,0,221,11.5,147,2
848,1,0,797,0,58,0,0,88,25.9292,94,2
849,0,2,718,0,31,6,2,568,69.55,147,2
850,0,1,285,1,24,0,0,120,13.0,147,2
851,1,1,122,0,51,0,0,126,13.0,147,2
852,1,1,230,0,28,1,0,632,13.8583,147,0
853,0,0,696,1,35,0,0,590,50.4958,6,2
854,0,2,890,1,31,0,0,309,9.5,147,2
856,1,2,407,1,47,1,1,344,11.1333,147,2
857,0,2,59,1,27,0,0,387,7.8958,147,2
858,1,0,79,0,57,1,1,54,52.5542,102,2
859,0,0,139,1,38,0,0,502,5.0,34,2
860,0,2,836,1,57,0,0,303,9.0,147,2
861,1,1,4,0,29,1,0,575,24.0,147,0
862,1,2,571,0,12,0,0,195,7.225,147,0
863,0,2,311,1,18,0,0,504,9.8458,147,2
864,0,2,657,1,16,0,0,358,7.8958,147,2
865,0,2,451,1,31,0,0,363,7.8958,147,2
867,1,0,668,0,68,0,1,59,83.1583,70,0
868,1,1,739,0,26,0,1,115,26.0,147,2
869,0,2,510,1,38,0,0,394,7.8958,147,2
870,0,2,193,0,21,0,0,508,10.5167,147,2
871,0,1,61,1,29,0,0,565,10.5,147,2
872,0,2,793,1,26,0,0,650,7.05,147,2
873,0,2,684,0,46,0,5,480,29.125,147,1
874,0,1,548,1,28,0,0,101,13.0,147,2
875,1,0,303,0,16,0,0,14,30.0,30,2
876,0,2,413,0,31,1,2,675,23.45,147,2
878,1,0,81,1,27,0,0,8,30.0,60,0
879,0,2,220,1,36,0,0,466,7.75,147,1
111,1,0,190,0,45,1,0,596,71.2833,81,0
222,1,2,353,0,27,0,0,669,7.925,147,2
333,1,0,272,0,41,1,0,49,53.1,55,2
880,1,2,412,0,28,0,2,344,11.1333,147,2
1,1,1,576,0,10,1,0,132,30.0708,147,0
12,1,2,727,0,47,1,1,616,16.7,145,2
23,1,0,95,0,70,0,0,38,26.55,49,2
67,1,1,359,0,66,0,0,153,16.0,147,2
89,1,1,867,1,44,0,0,151,13.0,147,2
112,1,2,512,0,31,0,0,184,7.225,147,0
134,1,1,80,1,39,0,0,152,13.0,111,2
145,1,2,523,0,12,0,0,278,8.0292,147,1
156,1,0,765,1,29,0,0,42,35.5,13,2
178,1,2,44,0,45,1,5,329,31.3875,147,2
211,1,2,605,0,31,0,0,283,7.8792,147,1
245,1,0,776,0,88,1,0,586,146.5208,41,0
256,1,2,289,0,31,0,0,288,7.75,147,1
300,1,2,505,1,31,0,0,202,7.2292,147,0
334,1,2,589,0,10,1,0,186,11.2417,147,0
378,1,1,456,0,32,1,2,634,41.5792,147,0
389,1,2,212,0,16,0,0,282,7.8792,147,1
422,1,2,604,0,31,0,0,76,7.75,147,1
478,1,0,333,0,59,1,0,587,76.7292,101,0
489,1,1,246,0,31,1,0,239,26.0,147,2
511,1,0,873,1,88,0,0,94,35.5,71,2
522,1,1,707,0,20,0,0,555,10.5,147,2
544,1,1,853,0,60,1,2,561,27.75,147,2
578,1,0,385,0,45,0,0,32,80.0,21,3
622,1,2,560,1,31,1,1,189,15.2458,147,0
633,1,1,596,0,31,0,0,553,10.5,142,2
655,1,2,25,0,14,4,2,248,7.925,147,2
722,1,2,87,1,36,0,0,80,56.4958,147,2
766,1,1,127,1,3,0,2,158,29.0,147,2
778,1,2,223,0,33,0,0,432,12.475,147,2
800,1,2,737,1,31,0,0,311,9.5,147,2
811,1,2,519,0,31,0,0,280,7.7875,147,1
833,1,1,386,0,14,0,0,637,10.5,147,2
844,1,2,52,0,38,3,0,247,15.85,147,2
877,1,0,259,0,22,3,2,95,263.0,63,2
889,1,0,308,1,22,0,1,612,63.3583,91,0
890,1,1,219,0,39,0,1,117,23.0,147,2
9,1,2,724,0,20,0,0,296,7.65,147,2
10,1,2,559,1,31,0,0,254,7.775,147,2
13,1,2,552,0,31,1,0,469,24.15,147,1
28,1,1,848,0,37,0,0,219,13.0,116,2
30,1,2,588,1,8,1,0,186,11.2417,147,0
32,1,2,499,1,24,0,0,541,7.1417,147,2
33,1,2,653,0,31,1,1,196,22.3583,138,0
39,1,1,851,0,31,1,0,111,26.0,147,2
42,1,0,585,0,16,0,2,55,26.2833,107,2
48,1,2,597,0,21,0,0,332,7.75,147,2
49,1,2,319,0,24,1,0,668,15.85,147,2
53,1,2,29,1,28,0,0,405,7.7958,147,2
59,1,0,643,0,21,1,0,36,66.6,61,2
64,1,2,287,0,13,0,0,418,7.7333,147,1
70,1,1,847,0,48,0,0,559,15.75,147,2
74,1,2,293,1,87,0,2,423,20.525,147,2
75,1,0,157,0,88,0,1,28,55.0,123,2
82,1,2,408,0,5,1,1,344,11.1333,147,2
94,1,1,76,1,5,2,1,114,39.0,144,2
95,1,2,441,0,47,0,2,271,22.025,147,2
97,1,2,601,0,31,1,0,459,15.5,147,1
98,1,0,698,1,54,0,0,11,26.55,147,2
102,1,1,664,0,36,0,0,122,13.0,147,2
104,1,2,20,0,16,1,0,406,7.8542,147,2
105,1,1,579,1,32,1,1,113,26.0,141,2
106,1,0,113,0,53,0,0,604,27.7208,28,0
107,1,0,495,0,70,0,0,586,146.5208,43,0
110,1,2,497,0,31,0,0,461,7.75,147,1
118,1,2,166,1,15,0,0,530,8.05,147,2
121,1,2,9,1,27,0,0,216,18.7875,147,0
122,1,2,140,0,13,0,0,445,7.75,147,1
124,1,0,94,1,48,0,0,17,31.0,8,0
126,1,1,131,0,41,0,0,570,21.0,147,2
130,1,0,582,0,35,1,0,416,113.275,103,0
131,1,2,375,0,28,0,0,670,7.925,147,2
133,1,0,72,0,36,0,0,63,76.2917,93,0
136,1,2,791,1,13,0,0,653,8.05,147,2
140,1,0,379,1,45,1,0,93,90.0,87,2
142,1,1,531,1,16,0,0,672,10.5,147,2
147,1,0,339,0,41,1,0,457,83.475,80,2
150,1,2,43,0,60,4,2,329,31.3875,147,2
154,1,1,172,0,85,0,2,556,26.25,147,2
159,1,2,567,0,31,1,0,444,15.5,147,1
165,1,1,322,0,24,0,2,166,14.5,147,2
166,1,0,78,1,44,1,1,54,52.5542,102,2
174,1,2,819,0,31,0,2,185,15.2458,147,0
175,1,0,808,0,88,0,0,589,79.2,147,0
176,1,0,156,0,33,0,0,0,86.5,40,2
177,1,0,844,0,41,0,0,608,512.3292,147,0
179,1,1,636,0,61,0,1,115,26.0,147,2
181,1,2,42,1,32,4,2,329,31.3875,147,2
187,1,2,652,1,26,1,0,334,7.775,147,2
188,1,0,305,0,70,0,1,588,153.4625,57,2
190,1,0,91,0,41,0,0,613,135.6333,89,2
192,1,2,817,1,26,0,0,574,0.0,147,2
193,1,1,530,0,50,0,1,162,19.5,147,2
195,1,2,350,0,31,0,0,465,7.75,147,1
196,1,0,33,0,76,1,0,71,77.9583,113,2
201,1,2,2,0,41,1,1,551,20.25,147,2
205,1,2,221,1,16,0,0,533,8.05,147,2
208,1,2,886,1,33,0,0,308,9.5,147,2
210,1,1,378,1,51,0,0,134,13.0,147,2
212,1,2,177,0,21,0,0,464,7.75,147,1
213,1,0,65,0,27,0,0,91,78.85,147,2
214,1,0,90,0,16,1,0,64,91.0792,31,0
221,1,0,714,1,88,0,0,98,30.5,51,2
224,1,0,71,0,61,0,1,585,247.5208,36,0
225,1,2,431,0,31,0,0,513,7.75,147,1
226,1,2,518,1,31,2,0,441,23.25,147,1
228,1,1,428,0,44,0,0,109,12.35,116,1
230,1,0,16,1,4,1,2,37,151.55,62,2
231,1,0,248,0,88,0,0,83,110.8833,147,0
232,1,0,647,0,14,1,0,611,108.9,74,0
235,1,0,263,0,33,0,0,584,56.9292,125,0
236,1,0,348,0,24,0,0,59,83.1583,72,0
237,1,0,710,0,15,2,2,602,262.375,35,0
241,1,2,590,0,27,0,0,343,7.8542,147,2
242,1,1,423,0,24,1,0,150,26.0,147,2
244,1,0,859,0,35,0,2,453,164.8667,76,2
246,1,0,775,0,48,1,1,81,134.5,124,0
249,1,1,762,0,33,0,0,124,12.35,147,1
250,1,1,128,0,21,1,1,158,29.0,147,2
252,1,0,877,0,42,0,0,613,135.6333,65,0
254,1,1,60,0,42,0,0,229,13.0,90,2
255,1,2,295,0,35,1,1,423,20.525,147,2
257,1,0,363,0,13,0,1,7,57.9792,17,0
258,1,2,517,0,31,2,0,441,23.25,147,1
262,1,0,265,0,88,1,0,605,133.65,147,2
265,1,0,117,0,50,0,0,81,134.5,127,0
266,1,2,192,1,54,0,0,510,8.05,147,2
269,1,1,578,1,17,1,1,113,26.0,141,2
270,1,0,258,0,24,3,2,95,263.0,63,2
274,1,1,111,0,24,0,0,157,13.0,142,2
275,1,1,768,0,48,0,0,257,13.0,147,2
276,1,2,207,0,31,1,0,483,16.1,147,2
277,1,2,183,1,32,1,1,562,15.9,147,2
286,1,0,104,0,21,0,1,28,55.0,123,2
288,1,2,522,0,31,0,0,279,7.8792,147,1
290,1,2,545,0,31,0,0,285,7.8792,147,1
297,1,0,845,0,73,1,0,4,75.25,104,0
298,1,2,562,0,31,0,0,175,7.2292,147,0
299,1,2,400,0,31,0,0,78,7.75,147,1
301,1,0,48,0,24,0,0,581,69.3,24,0
302,1,0,328,1,26,1,0,58,55.4417,131,0
307,1,0,536,0,88,1,0,600,82.1708,147,0
308,1,2,454,0,21,0,0,545,7.25,147,2
313,1,0,86,0,51,0,0,610,227.525,147,0
314,1,2,572,0,5,0,2,187,15.7417,147,0
316,1,0,373,0,41,1,0,43,52.0,147,2
320,1,1,118,0,42,0,0,220,13.0,147,2
323,1,1,468,0,14,0,0,625,12.0,147,0
324,1,0,144,1,42,1,2,33,120.0,47,2
325,1,2,393,1,20,0,0,401,7.7958,147,2
327,1,0,583,0,22,1,0,416,113.275,103,0
328,1,2,728,0,24,0,2,616,16.7,145,2
335,1,1,821,0,29,0,0,140,12.65,147,2
336,1,2,592,1,46,0,0,663,7.925,147,2
343,1,1,687,1,32,1,1,237,18.75,147,2
349,1,0,540,0,38,1,0,92,90.0,78,1
351,1,2,792,1,53,0,0,655,7.925,147,2
353,1,1,226,0,39,1,1,224,32.5,147,2
354,1,1,742,0,15,0,2,168,13.0,147,2
364,1,1,162,0,29,1,0,100,26.0,147,2
365,1,1,662,0,16,0,0,170,26.0,147,2
368,1,2,663,1,36,0,0,644,8.05,115,2
369,1,0,92,1,29,0,0,3,26.55,71,2
370,1,2,810,0,31,1,0,476,16.1,147,2
371,1,1,491,0,51,1,0,627,26.0,147,2
374,1,0,143,0,10,1,2,33,120.0,47,2
376,1,1,688,0,24,2,3,237,18.75,147,2
380,1,1,344,0,54,1,1,571,26.25,147,2
383,1,1,679,0,29,0,0,116,13.0,147,2
384,1,2,402,1,31,0,0,499,8.1125,147,2
385,1,0,216,1,47,0,2,289,81.8583,10,2
386,1,1,529,0,9,0,1,162,19.5,147,2
387,1,0,735,1,39,0,0,45,26.55,147,2
388,1,2,55,0,60,2,1,194,19.2583,147,0
390,1,0,661,1,63,0,0,40,30.5,50,2
394,1,0,290,1,59,1,0,84,89.1042,86,0
396,1,2,392,1,31,0,0,379,7.8958,147,0
398,1,0,436,0,88,1,0,86,51.8625,97,2
399,1,1,815,0,61,0,0,572,10.5,147,2
402,1,0,21,1,58,0,0,96,26.55,117,2
412,1,2,54,0,2,2,1,194,19.2583,147,0
415,1,1,855,0,38,1,2,561,27.75,147,2
416,1,1,401,0,22,0,0,628,13.7917,90,0
423,1,2,365,0,17,0,1,251,12.2875,147,2
427,1,2,825,0,76,0,0,489,9.5875,147,2
428,1,0,89,1,26,1,0,64,91.0792,31,0
430,1,0,381,0,41,1,0,93,90.0,87,2
434,1,2,182,1,87,1,1,562,15.9,147,2
441,1,0,242,0,65,1,0,454,78.2667,96,0
451,1,0,501,0,13,0,0,0,86.5,42,2
453,1,1,670,0,38,0,2,180,26.0,147,2
454,1,0,106,1,88,0,0,10,26.55,147,2
457,1,2,455,1,27,0,0,80,56.4958,147,2
458,1,2,195,1,31,0,0,479,7.75,147,1
460,1,0,521,1,42,0,0,577,26.2875,121,2
461,1,0,705,0,65,1,0,599,59.4,147,0
464,1,1,472,0,39,0,0,560,10.5,142,2
466,1,1,35,0,42,1,0,110,26.0,147,2
469,1,0,651,0,33,0,0,67,93.5,39,2
472,1,0,364,0,53,0,1,7,57.9792,17,0
475,1,1,689,0,61,0,0,673,10.5,147,2
480,1,1,669,0,17,1,1,180,26.0,147,2
483,1,2,654,0,31,0,2,196,22.3583,147,0
485,1,1,341,0,80,0,2,571,26.25,147,2
487,1,0,461,0,33,0,0,614,106.425,147,0
490,1,0,266,0,21,0,2,75,49.5,27,0
491,1,0,188,0,42,0,2,680,71.0,20,2
494,1,1,73,1,36,1,0,233,26.0,147,2
497,1,1,74,0,16,1,0,233,26.0,147,2
498,1,1,622,1,44,0,0,631,13.8625,147,0
501,1,1,203,1,85,1,1,558,36.75,147,2
502,1,0,804,1,14,0,2,83,110.8833,77,0
505,1,2,463,1,21,0,0,171,7.225,147,0
506,1,2,609,0,21,0,0,335,7.775,147,2
508,1,0,228,0,58,1,0,57,39.6,2,0
510,1,0,800,0,46,1,1,1,79.65,134,2
512,1,2,885,0,42,1,0,300,17.4,147,2
523,1,2,416,1,36,0,0,415,7.8542,147,2
524,1,1,336,1,75,0,0,624,10.5,147,2
525,1,0,36,0,64,2,0,60,51.4792,48,2
526,1,0,251,1,42,0,0,578,26.3875,121,2
527,1,2,432,0,31,0,0,77,7.75,147,1
530,1,1,277,0,39,0,0,143,13.0,147,2
531,1,0,745,0,46,1,0,72,55.9,128,2
534,1,2,419,1,36,0,0,661,7.925,147,2
535,1,1,160,0,26,1,1,133,30.0,147,2
536,1,0,805,0,46,1,1,83,110.8833,75,0
540,1,0,798,0,15,0,2,1,79.65,135,2
542,1,0,267,1,73,1,1,74,79.2,29,0
547,1,0,783,0,63,1,0,454,78.2667,96,0
552,1,1,470,0,44,0,0,155,33.0,147,2
557,1,0,229,1,59,1,0,584,56.9292,4,0
558,1,1,391,0,24,2,1,142,27.0,147,2
562,1,0,374,1,41,0,0,9,26.55,147,0
565,1,0,199,1,28,0,0,50,30.5,147,2
566,1,1,458,0,21,1,2,634,41.5792,147,0
568,1,0,741,0,48,0,0,588,153.4625,57,2
571,1,2,568,0,31,1,0,444,15.5,147,1
574,1,1,357,0,24,1,2,106,65.0,147,2
577,1,1,77,0,47,2,1,114,39.0,144,2
581,1,0,439,1,51,1,0,56,52.5542,95,2
582,1,2,573,1,18,1,1,187,15.7417,147,0
587,1,0,490,0,20,0,0,71,77.9583,114,2
591,1,0,66,1,86,0,0,218,30.0,5,2
593,1,0,777,1,36,0,0,70,30.5,33,0
596,1,1,206,0,29,0,0,130,13.0,147,2
603,1,0,723,0,24,0,0,581,69.3,24,0
605,1,2,252,1,31,0,0,80,56.4958,147,2
606,1,2,53,0,2,2,1,194,19.2583,147,0
607,1,0,332,1,58,1,0,587,76.7292,101,0
609,1,0,747,1,68,0,0,69,35.5,7,0
612,1,2,780,0,22,0,0,567,7.55,147,2
614,1,1,218,0,15,0,1,117,23.0,147,2
616,1,2,606,0,31,0,0,277,7.8292,147,1
624,1,0,264,1,61,2,0,605,133.65,147,2
628,1,2,484,1,18,1,0,660,7.925,147,2
634,1,0,802,0,88,1,0,99,52.0,58,2
635,1,1,114,0,48,1,1,240,39.0,147,2
638,1,1,864,1,35,0,0,145,13.0,147,2
642,1,2,824,0,15,0,0,493,9.8417,147,2
645,1,0,137,1,42,0,1,608,512.3292,34,0
647,1,0,345,1,28,0,0,587,76.7292,109,0
656,1,0,498,0,12,0,1,141,211.3375,32,2
657,1,0,213,1,35,1,0,89,57.0,19,2
658,1,2,426,0,47,0,1,393,13.4167,147,0
659,1,2,452,1,31,0,0,80,56.4958,147,2
664,1,2,565,0,31,0,0,419,7.7333,147,1
669,1,0,45,0,15,1,0,610,227.525,73,0
670,1,0,743,1,41,0,0,579,26.2875,120,2
675,1,1,434,0,54,0,0,108,13.5,147,2
676,1,0,126,1,51,0,0,580,26.2875,120,2
677,1,0,163,0,21,0,0,37,151.55,147,2
679,1,2,561,1,31,1,1,189,15.2458,147,0
680,1,0,514,0,24,0,0,582,49.5042,84,0
682,1,0,801,1,58,1,0,99,52.0,58,2
686,1,0,241,0,45,0,0,610,227.525,66,0
687,1,1,822,0,28,0,0,293,10.5,116,2
691,1,1,331,0,72,0,1,155,33.0,147,2
695,1,0,151,1,28,1,0,51,53.1,137,2
697,1,1,677,0,33,3,0,252,21.0,147,2
698,1,2,507,0,31,0,0,451,7.7375,147,1
702,1,0,14,0,31,0,0,141,211.3375,32,2
709,1,0,476,1,41,0,0,608,512.3292,15,0
713,1,0,347,1,88,0,0,82,30.0,105,2
715,1,0,711,0,20,2,2,602,262.375,35,0
717,1,2,788,1,35,0,0,662,7.925,147,2
720,1,1,748,0,33,0,0,165,13.0,147,2
724,1,1,852,0,47,1,1,234,23.0,147,2
725,1,2,549,1,72,0,1,486,12.475,118,2
728,1,1,358,0,58,1,2,106,65.0,147,2
729,1,1,321,1,1,1,1,166,14.5,147,2
734,1,0,704,0,38,0,0,0,86.5,40,2
737,1,2,62,1,18,0,0,191,7.2292,147,0
738,1,0,146,0,42,1,2,33,120.0,47,2
740,1,0,369,0,62,1,0,71,77.9583,92,2
750,1,1,367,0,65,1,3,236,23.0,147,2
753,1,2,239,0,60,0,0,432,12.475,147,2
756,1,0,694,0,52,0,1,141,211.3375,22,2
757,1,2,50,0,9,0,0,208,7.2292,147,0
758,1,0,214,0,14,1,0,89,57.0,19,2
763,1,2,753,0,15,0,0,243,7.4958,147,2
765,1,2,208,1,5,1,2,548,20.575,147,2
774,1,0,462,0,59,0,0,87,25.9292,94,2
775,1,2,619,0,35,0,0,383,8.6833,147,2
781,1,1,174,0,35,1,1,556,26.25,147,2
782,1,0,142,1,7,1,2,33,120.0,47,2
783,1,2,807,1,0,0,1,174,8.5167,147,0
784,1,2,351,1,28,0,0,338,6.975,147,2
790,1,0,152,0,38,1,0,51,53.1,137,2
802,1,0,349,0,63,1,1,67,93.5,37,2
803,1,2,493,1,28,0,0,269,8.6625,147,2
805,1,2,550,0,28,0,1,486,12.475,118,2
809,1,1,503,1,5,0,2,618,37.0042,147,0
810,1,2,516,1,31,0,0,442,7.75,147,1
812,1,0,785,0,75,0,0,32,80.0,21,3
813,1,2,876,0,12,1,0,188,14.4542,147,0
814,1,1,686,1,3,1,1,237,18.75,147,2
818,1,0,175,0,46,1,1,609,83.1583,130,0
821,1,2,158,1,36,0,0,80,56.4958,147,2
823,1,0,508,1,88,0,0,62,29.7,68,0
826,1,0,734,0,33,0,0,47,31.0,147,0
834,1,0,291,0,88,1,0,84,89.1042,86,0
838,1,0,485,0,13,0,1,591,39.4,99,2
840,1,2,8,0,15,0,1,484,9.35,147,2
841,1,0,860,0,54,1,1,453,164.8667,147,2
842,1,0,196,1,62,0,0,23,26.55,119,2
843,1,2,56,0,24,0,3,194,19.2583,147,0
848,1,0,797,0,58,0,0,88,25.9292,94,2
851,1,1,122,0,51,0,0,126,13.0,147,2
852,1,1,230,0,28,1,0,632,13.8583,147,0
856,1,2,407,1,47,1,1,344,11.1333,147,2
858,1,0,79,0,57,1,1,54,52.5542,102,2
861,1,1,4,0,29,1,0,575,24.0,147,0
862,1,2,571,0,12,0,0,195,7.225,147,0
867,1,0,668,0,68,0,1,59,83.1583,70,0
868,1,1,739,0,26,0,1,115,26.0,147,2
875,1,0,303,0,16,0,0,14,30.0,30,2
878,1,0,81,1,27,0,0,8,30.0,60,0
